Recency,Frequency,Monetary,CustomerID,PredictedRepeat
363,14,311.95,12785.0,1
32,25,659.4100000000001,13759.0,1
3,706,2799.25,16764.0,1
92,27,121.74000000000001,13244.0,1
4,19,1195.8999999999999,17526.0,1
148,32,673.1,18121.0,1
28,31,621.75,18217.0,1
298,37,289.78,16897.0,1
19,46,236.3,18110.0,1
8,259,4708.86,12714.0,1
149,4,295.0,16998.0,1
246,21,632.4,14220.0,1
2,211,4521.49,13267.0,1
3,19,239.76,15690.0,1
2,87,2612.96,14397.0,1
10,167,33643.08,15838.0,1
46,87,1611.59,14312.0,1
287,23,462.95,12945.0,1
31,111,944.41,17289.0,1
266,5,676.2,16377.0,1
10,91,2638.94,17655.0,1
5,37,663.81,14720.0,1
227,11,205.7,17670.0,1
74,85,296.42,15154.0,1
17,159,8438.34,18139.0,1
190,11,617.05,14377.0,1
1,333,10629.720000000001,16779.0,1
29,256,4757.95,17690.0,1
275,24,380.5,17138.0,1
254,17,277.07,13803.0,1
352,54,1141.24,16270.0,1
95,12,205.3,15307.0,1
157,19,487.02,13338.0,1
287,35,741.26,13753.0,1
81,62,1179.89,17058.0,1
361,9,135.39999999999998,16665.0,1
3,274,1960.72,17218.0,1
23,284,6217.96,14057.0,1
9,35,220.85,15790.0,1
35,235,6487.45,12431.0,1
37,145,662.38,16014.0,1
23,10,160.19,14714.0,1
259,23,335.32,16063.0,1
238,35,312.23,17362.0,1
280,4,3811.95,12755.0,1
31,109,899.61,17886.0,1
114,10,185.9,12641.0,1
156,36,1030.4,13253.0,1
354,17,193.64,17343.0,1
8,57,621.6800000000001,16915.0,1
120,149,3679.9700000000003,15581.0,1
211,58,1031.07,13235.0,1
78,153,890.29,17027.0,1
357,18,540.45,13874.0,1
1,690,13110.02,17735.0,1
43,52,792.11,15990.0,1
1,25,439.92,13954.0,1
2,222,2100.8,17861.0,1
126,5,62.63999999999999,13218.0,1
140,29,601.27,16654.0,1
116,7,508.4599999999999,17958.0,1
7,55,2357.6800000000003,14440.0,1
133,65,408.36,17931.0,1
103,81,618.09,13301.0,1
11,329,1122.53,15436.0,1
0,125,1859.31,12423.0,1
16,753,6643.93,17338.0,1
37,68,1098.43,17966.0,1
34,55,798.74,17703.0,1
49,5,427.7,12403.0,1
58,206,3385.62,13842.0,1
23,183,4416.26,15955.0,1
224,6,314.22,16227.0,1
312,15,382.5,17239.0,1
286,10,189.9,12361.0,1
10,98,3787.6,16168.0,1
185,107,1607.0600000000002,12868.0,1
106,32,1314.45,14973.0,1
211,18,348.15000000000003,13052.0,1
76,42,363.65,16485.0,1
80,15,490.86,14236.0,1
105,61,384.40000000000003,17189.0,1
236,29,630.84,17990.0,1
365,13,254.03,12797.0,1
49,11,214.32,16846.0,1
15,88,1870.97,17469.0,1
27,32,166.42,18014.0,1
3,182,4051.48,14401.0,1
49,104,1980.56,13725.0,1
0,188,3594.31,15484.0,1
29,117,2188.05,16628.0,1
34,164,570.46,14592.0,1
17,261,3794.52,16655.0,1
14,98,1659.3799999999999,15953.0,1
52,7,204.24,17206.0,1
10,67,1006.8,13429.0,1
21,57,276.42,14508.0,1
10,240,4748.52,14180.0,1
304,25,148.21,17859.0,1
11,43,461.19,14470.0,1
73,28,558.7,12987.0,1
37,59,1247.69,14383.0,1
73,40,1033.34,13639.0,1
47,385,4339.74,14800.0,1
2,358,12627.94,13078.0,1
56,13,225.85,14624.0,1
53,43,700.63,17734.0,1
13,33,523.11,17329.0,1
1,178,825.92,15525.0,1
55,4,81.57,13006.0,1
65,103,1702.26,12843.0,1
73,27,572.451,13405.0,1
21,7,126.25,16414.0,1
49,136,2965.69,16497.0,1
63,7,122.7,13876.0,1
16,162,2552.21,14334.0,1
22,26,866.31,14332.0,1
86,31,2106.84,18173.0,1
77,8,122.75,13519.0,1
0,20,640.76,13318.0,1
86,30,563.15,14753.0,1
144,71,1484.06,14758.0,1
42,25,1280.85,13538.0,1
9,1502,19914.44,15039.0,1
238,9,139.05,15135.0,1
2,235,1508.76,16016.0,1
8,447,3645.43,16712.0,1
238,12,416.86,15935.0,1
3,9,178.96,16620.0,1
78,125,2300.56,16735.0,1
200,25,180.94,15292.0,1
252,9,151.5,13462.0,1
372,8,256.44,16048.0,1
150,4,652.8,14548.0,1
189,30,232.21,16117.0,1
100,12,455.59000000000003,14513.0,1
20,355,2810.63,14903.0,1
205,33,1384.25,13572.0,1
80,13,52.83,15504.0,1
266,7,152.55,14066.0,1
17,39,701.4,14198.0,1
7,449,1692.98,16813.0,1
22,197,21429.39,12753.0,1
134,38,653.35,18151.0,1
73,35,5976.79,14101.0,1
18,18,327.3,16366.0,1
59,12,84.65,13666.0,1
24,90,1600.86,15660.0,1
191,15,309.54,16810.0,1
272,34,1145.6,16766.0,1
1,89,9068.26,18092.0,1
44,354,1337.48,16110.0,1
14,101,471.51,16885.0,1
11,541,3174.32,17231.0,1
28,27,585.27,12384.0,1
73,16,245.94,16778.0,1
21,112,422.88,18034.0,1
70,22,536.6800000000001,16233.0,1
3,155,2313.14,13994.0,1
148,13,309.4,14847.0,1
10,110,1797.78,13196.0,1
66,47,890.85,15255.0,1
311,18,316.26000000000005,13494.0,1
19,56,225.36,14052.0,1
2,252,8694.26,17017.0,1
10,230,4478.53,12627.0,1
67,119,2543.72,13344.0,1
282,26,559.12,12866.0,1
4,105,2134.01,12560.0,1
0,431,259657.3,18102.0,1
24,52,718.08,14725.0,1
12,172,2126.93,16407.0,1
74,49,675.8,15626.0,1
10,16,247.32,13349.0,1
140,10,160.35000000000002,18146.0,1
126,46,740.9399999999999,17692.0,1
171,15,290.36,16526.0,1
171,46,492.36,15507.0,1
22,28,511.35,14851.0,1
11,182,1261.78,15009.0,1
1,129,493.28,15877.0,1
240,15,246.04,17278.0,1
302,5,84.3,12401.0,1
31,13,151.04,14073.0,1
86,55,758.92,16036.0,1
157,9,289.96000000000004,17464.0,1
62,15,1714.96,13763.0,1
119,83,1340.7,16045.0,1
364,26,458.92,17880.0,1
66,21,426.63,15930.0,1
138,60,4599.42,13802.0,1
148,43,2209.85,12653.0,1
133,24,1390.5,13414.0,1
162,76,1619.73,16801.0,1
64,21,414.04,17483.0,1
318,7,106.83000000000001,16757.0,1
44,94,341.28,17917.0,1
218,4,203.86999999999998,17394.0,1
1,103,4196.01,12747.0,1
212,16,426.6,14288.0,1
226,37,632.07,18183.0,1
1,372,1908.25,16426.0,1
94,154,3100.09,15491.0,1
24,19,394.38,16207.0,1
19,234,4147.96,13988.0,1
45,42,1021.48,13165.0,1
66,46,1269.1,13431.0,1
20,8,166.08,17650.0,1
200,11,218.25,15724.0,1
0,76,2092.32,17490.0,1
49,8,173.16,15565.0,1
18,14,297.0,15857.0,1
187,38,729.5400000000001,12468.0,1
40,16,920.1,17018.0,1
3,80,336.43,17914.0,1
257,25,453.0,18071.0,1
211,33,816.73,16943.0,1
0,237,1947.55,14653.0,1
21,41,161.2,14362.0,1
22,27,414.76,12993.0,1
9,286,4652.82,14390.0,1
17,18,178.26,17253.0,1
64,9,312.98,13845.0,1
24,131,2527.92,17314.0,1
177,62,833.78,16644.0,1
3,339,9818.82,13001.0,1
6,33,3192.54,13868.0,1
154,18,315.06,16091.0,1
23,128,598.73,15720.0,1
58,139,2332.15,15281.0,1
71,12,225.57999999999998,16690.0,1
365,5,403.25,15221.0,1
308,29,475.37,14497.0,1
63,13,272.07,14819.0,1
259,18,409.57,14348.0,1
156,15,1019.52,18142.0,1
350,21,300.42,13304.0,1
288,9,145.92,12565.0,1
103,281,1936.84,14472.0,1
1,105,2291.19,12615.0,1
24,25,578.9,17540.0,1
4,35,874.59,16513.0,1
17,51,1540.42,16365.0,1
20,24,1927.3200000000002,13094.0,1
206,20,369.2,14888.0,1
14,225,4216.2,14277.0,1
366,45,145.93,16893.0,1
24,7,161.64,15458.0,1
191,26,457.34,13398.0,1
29,74,1824.37,17702.0,1
26,190,1965.55,17790.0,1
28,60,373.24,16903.0,1
119,40,712.29,17642.0,1
28,84,1567.48,15111.0,1
312,8,112.75,13161.0,1
20,67,726.05,17888.0,1
29,321,5891.61,13209.0,1
99,73,1200.6200000000001,17320.0,1
29,52,981.18,12541.0,1
2,35,606.91,17119.0,1
12,310,3997.98,17769.0,1
252,19,257.23,13626.0,1
162,84,5719.82,16553.0,1
29,157,2712.91,12708.0,1
18,62,1189.59,12462.0,1
10,41,223.65,18101.0,1
24,47,1013.26,12642.0,1
71,67,283.47,17783.0,1
68,25,270.8,15774.0,1
160,88,233.81,15483.0,1
8,166,2993.1,15687.0,1
162,55,1516.24,14267.0,1
4,551,8347.2,15358.0,1
12,221,2861.55,18145.0,1
184,5,152.4,17707.0,1
106,153,549.07,16340.0,1
15,116,2064.95,12948.0,1
65,111,473.03000000000003,16374.0,1
45,269,1054.67,16728.0,1
5,9,163.62,14354.0,1
242,34,560.67,15655.0,1
4,449,6697.66,16746.0,1
21,104,2724.81,12380.0,1
285,30,67.23,13684.0,1
8,12,353.27,14804.0,1
10,234,1272.61,17019.0,1
140,11,207.73999999999998,16866.0,1
1,188,4124.69,12569.0,1
14,33,500.42,16616.0,1
24,71,867.38,14715.0,1
53,93,1420.2,14443.0,1
2,21,399.19,18154.0,1
202,7,172.29000000000002,18048.0,1
175,10,189.5,13826.0,1
15,191,1438.85,15858.0,1
21,20,486.69,15287.0,1
79,36,7829.89,12435.0,1
8,720,16587.09,12921.0,1
1,259,4684.76,14191.0,1
123,76,1186.28,13752.0,1
50,144,502.09,15006.0,1
154,17,333.97,14264.0,1
74,49,621.29,14152.0,1
42,171,4582.64,14004.0,1
11,213,911.15,18096.0,1
74,61,1226.88,12412.0,1
22,245,5655.99,17716.0,1
39,91,2178.67,12909.0,1
30,35,703.36,15103.0,1
91,5,1255.0,13848.0,1
263,16,298.11,17678.0,1
27,21,345.82,13091.0,1
303,8,133.35000000000002,17881.0,1
58,29,376.64,17489.0,1
0,212,16225.39,15189.0,1
314,77,1628.12,12377.0,1
51,12,1253.3600000000001,17262.0,1
43,242,5228.05,18226.0,1
73,19,704.0400000000001,12612.0,1
34,84,2062.7000000000003,12928.0,1
177,168,702.25,15574.0,1
46,45,380.02,14731.0,1
17,65,971.74,17100.0,1
13,11,1771.2,15473.0,1
164,18,316.11,16473.0,1
3,54,26879.04,17857.0,1
45,11,130.73999999999998,15844.0,1
65,13,195.55,13792.0,1
77,38,1013.04,12739.0,1
19,236,1314.68,16464.0,1
243,12,110.97,13508.0,1
267,5,333.74,13216.0,1
71,45,957.97,18192.0,1
259,40,380.39,16769.0,1
7,107,700.86,17321.0,1
371,65,353.19,17976.0,1
42,41,225.77,14357.0,1
231,52,876.42,14770.0,1
137,48,881.07,13037.0,1
77,68,1090.24,18189.0,1
22,61,4257.82,12500.0,1
51,305,3049.88,16940.0,1
322,11,225.6,12402.0,1
70,21,283.55,12703.0,1
184,21,307.72,13395.0,1
7,71,1286.07,17350.0,1
191,21,324.92,12790.0,1
7,28,711.86,13705.0,1
17,50,990.23,17324.0,1
309,21,349.27,18250.0,1
44,60,1186.35,15630.0,1
9,271,4745.69,15152.0,1
43,50,371.7,14690.0,1
31,172,3237.54,13047.0,1
42,43,770.03,14412.0,1
8,16,553.44,14618.0,1
7,28,2154.97,16966.0,1
129,20,1475.81,14403.0,1
22,37,1384.8600000000001,18167.0,1
29,5,91.68,12659.0,1
30,35,1066.1499999999999,15027.0,1
309,38,311.01,17912.0,1
310,16,319.5,15107.0,1
71,18,379.14,16909.0,1
9,57,869.46,13203.0,1
4,41,1257.68,14931.0,1
156,99,351.67,15334.0,1
149,8,159.85,13420.0,1
9,278,1158.3,14723.0,1
7,212,3362.71,16011.0,1
317,137,846.72,16222.0,1
14,334,6868.29,12705.0,1
40,142,977.21,15860.0,1
21,45,5112.96,13941.0,1
3,46,120.03,18015.0,1
35,32,517.36,18205.0,1
48,29,488.2,17361.0,1
213,8,109.13000000000001,14699.0,1
28,72,2272.4,14466.0,1
150,101,2744.0299999999997,12669.0,1
3,179,1080.6200000000001,16200.0,1
93,11,234.6,15462.0,1
70,29,1631.77,14164.0,1
259,76,628.28,16022.0,1
77,106,1548.7,13320.0,1
2,192,3649.1,12417.0,1
28,42,697.55,14829.0,1
27,12,191.04,15692.0,1
261,45,200.16,15437.0,1
65,16,406.53,15127.0,1
17,25,501.12,13247.0,1
218,51,1008.39,17646.0,1
35,28,524.14,13721.0,1
174,57,1564.56,17204.0,1
29,22,112.4,17038.0,1
133,22,375.0,16147.0,1
9,74,218.47,13428.0,1
269,10,140.54,15388.0,1
91,23,711.41,13249.0,1
22,672,3995.23,15529.0,1
15,11,215.48,16189.0,1
33,91,806.57,15952.0,1
87,67,2005.63,16098.0,1
9,55,1298.66,12488.0,1
354,19,290.51,15279.0,1
169,67,180.35,15041.0,1
28,69,556.95,17295.0,1
12,468,4801.56,17365.0,1
57,248,6372.58,12359.0,1
28,50,1071.99,15238.0,1
63,27,427.6,12740.0,1
63,127,2626.3,13422.0,1
1,200,3586.0299999999997,14132.0,1
94,141,689.13,18196.0,1
200,15,300.95,13479.0,1
2,21,787.85,13323.0,1
10,93,1614.31,16992.0,1
224,20,331.18,15210.0,1
197,42,695.61,14009.0,1
63,151,2938.91,16316.0,1
64,28,354.15,17222.0,1
29,37,1456.96,16996.0,1
33,63,230.51,16445.0,1
0,347,3292.14,14702.0,1
116,87,353.86,17252.0,1
51,30,110.8,15853.0,1
23,4,596.1,18246.0,1
28,88,317.2,16386.0,1
3,645,16387.57,15856.0,1
0,1677,7454.07,13263.0,1
59,27,675.69,17462.0,1
332,113,2200.42,17406.0,1
10,48,765.62,14550.0,1
206,30,463.38,14489.0,1
263,34,267.18,15408.0,1
21,388,7930.54,14849.0,1
122,37,1142.42,15985.0,1
35,25,841.0799999999999,17076.0,1
7,60,955.24,15948.0,1
3,154,1535.77,12877.0,1
185,5,103.25,14542.0,1
233,7,150.3,15717.0,1
